date,store_code,sku,category,on_hand_units,reorder_point,unit_cost_php
2026-06-03,CDO-01,Sandwich Bread,Bakery,42,30,93.89
2026-06-03,CDO-02,Bread Loaf 300g,Bakery,57,40,200.14
2026-06-03,CDO-02,Fresh Milk 1L,Dairy,47,35,123.22
2026-06-03,CDO-02,Instant Noodles,Dry Goods,132,60,108.09
2026-06-03,CDO-02,Bottled Water 500ml,Beverage,89,50,85.55
2026-06-03,CDO-02,Canned Goods Mix,Dry Goods,33,45,171.69
2026-06-03,CDO-02,Rice 5kg,Dry Goods,42,25,69.69
2026-06-03,CDO-02,Egg Tray,Dairy,24,20,116.21
2026-06-03,CDO-02,Coffee Sachets,Beverage,84,80,114.46
2026-06-03,CDO-02,Soft Drinks 1.5L,Beverage,86,55,187.77
2026-06-03,CDO-02,Instant Coffee 3-in-1,Beverage,128,70,138.18
2026-06-03,CDO-02,Cup Noodles,Dry Goods,40,65,117.0
2026-06-03,CDO-02,Sandwich Bread,Bakery,34,30,45.98
2026-06-03,CDO-03,Bread Loaf 300g,Bakery,84,40,147.8
2026-06-03,CDO-03,Fresh Milk 1L,Dairy,75,35,164.01
2026-06-03,CDO-03,Instant Noodles,Dry Goods,73,60,84.06
2026-06-03,CDO-03,Bottled Water 500ml,Beverage,36,50,111.38
2026-06-03,CDO-03,Canned Goods Mix,Dry Goods,19,45,86.32
2026-06-03,CDO-03,Rice 5kg,Dry Goods,10,25,51.84
2026-06-03,CDO-03,Egg Tray,Dairy,40,20,84.59
2026-06-03,CDO-03,Coffee Sachets,Beverage,95,80,104.38
2026-06-03,CDO-03,Soft Drinks 1.5L,Beverage,21,55,215.89
2026-06-03,CDO-03,Instant Coffee 3-in-1,Beverage,64,70,157.19
2026-06-03,CDO-03,Cup Noodles,Dry Goods,84,65,183.89
2026-06-03,CDO-03,Sandwich Bread,Bakery,57,30,63.82
2026-06-03,CDO-04,Bread Loaf 300g,Bakery,53,40,44.86
2026-06-03,CDO-04,Fresh Milk 1L,Dairy,54,35,85.44
2026-06-03,CDO-04,Instant Noodles,Dry Goods,92,60,185.12
2026-06-03,CDO-04,Bottled Water 500ml,Beverage,64,50,87.78
2026-06-03,CDO-04,Canned Goods Mix,Dry Goods,91,45,117.47
2026-06-03,CDO-04,Rice 5kg,Dry Goods,24,25,191.96
2026-06-03,CDO-04,Egg Tray,Dairy,25,20,110.21
2026-06-03,CDO-04,Coffee Sachets,Beverage,116,80,114.39
2026-06-03,CDO-04,Soft Drinks 1.5L,Beverage,31,55,43.11
2026-06-03,CDO-04,Instant Coffee 3-in-1,Beverage,31,70,144.42
2026-06-03,CDO-04,Cup Noodles,Dry Goods,46,65,47.62
2026-06-03,CDO-04,Sandwich Bread,Bakery,30,30,160.07
2026-06-03,CDO-05,Bread Loaf 300g,Bakery,21,40,56.83
2026-06-03,CDO-05,Fresh Milk 1L,Dairy,64,35,160.69
2026-06-03,CDO-05,Instant Noodles,Dry Goods,73,60,109.51
2026-06-03,CDO-05,Bottled Water 500ml,Beverage,35,50,42.18
2026-06-03,CDO-05,Canned Goods Mix,Dry Goods,85,45,12.76
2026-06-03,CDO-05,Rice 5kg,Dry Goods,10,25,129.58
2026-06-03,CDO-05,Egg Tray,Dairy,12,20,141.46
2026-06-03,CDO-05,Coffee Sachets,Beverage,30,80,129.32
2026-06-03,CDO-05,Soft Drinks 1.5L,Beverage,22,55,62.75
2026-06-03,CDO-05,Instant Coffee 3-in-1,Beverage,45,70,211.15
2026-06-03,CDO-05,Cup Noodles,Dry Goods,94,65,127.48
2026-06-03,CDO-05,Sandwich Bread,Bakery,10,30,160.54
2026-06-03,CDO-06,Bread Loaf 300g,Bakery,62,40,68.09
2026-06-03,CDO-06,Fresh Milk 1L,Dairy,16,35,103.23
2026-06-03,CDO-06,Instant Noodles,Dry Goods,131,60,191.87
2026-06-03,CDO-06,Bottled Water 500ml,Beverage,31,50,184.04
2026-06-03,CDO-06,Canned Goods Mix,Dry Goods,65,45,176.46
2026-06-03,CDO-06,Rice 5kg,Dry Goods,46,25,46.56
2026-06-03,CDO-06,Egg Tray,Dairy,31,20,64.08
2026-06-03,CDO-06,Coffee Sachets,Beverage,134,80,80.65
2026-06-03,CDO-06,Soft Drinks 1.5L,Beverage,64,55,133.21
2026-06-03,CDO-06,Instant Coffee 3-in-1,Beverage,52,70,89.72
2026-06-03,CDO-06,Cup Noodles,Dry Goods,33,65,50.9
2026-06-03,CDO-06,Sandwich Bread,Bakery,58,30,114.92
2026-06-06,CDO-01,Bread Loaf 300g,Bakery,44,40,39.71
2026-06-06,CDO-01,Fresh Milk 1L,Dairy,17,35,108.88
2026-06-06,CDO-01,Instant Noodles,Dry Goods,88,60,16.28
2026-06-06,CDO-01,Bottled Water 500ml,Beverage,89,50,114.71
2026-06-06,CDO-01,Canned Goods Mix,Dry Goods,24,45,110.24
2026-06-06,CDO-01,Rice 5kg,Dry Goods,14,25,135.94
2026-06-06,CDO-01,Egg Tray,Dairy,37,20,198.16
2026-06-06,CDO-01,Coffee Sachets,Beverage,142,80,145.64
2026-06-06,CDO-01,Soft Drinks 1.5L,Beverage,71,55,86.52
2026-06-06,CDO-01,Instant Coffee 3-in-1,Beverage,27,70,120.32
2026-06-06,CDO-01,Cup Noodles,Dry Goods,48,65,178.09
2026-06-06,CDO-01,Sandwich Bread,Bakery,54,30,88.82
2026-06-06,CDO-02,Bread Loaf 300g,Bakery,57,40,165.18
2026-06-06,CDO-02,Fresh Milk 1L,Dairy,61,35,155.7
2026-06-06,CDO-02,Instant Noodles,Dry Goods,29,60,36.38
2026-06-06,CDO-02,Bottled Water 500ml,Beverage,60,50,57.29
2026-06-06,CDO-02,Canned Goods Mix,Dry Goods,87,45,68.05
2026-06-06,CDO-02,Rice 5kg,Dry Goods,49,25,94.63
2026-06-06,CDO-02,Egg Tray,Dairy,13,20,158.34
2026-06-06,CDO-02,Coffee Sachets,Beverage,144,80,130.53
2026-06-06,CDO-02,Soft Drinks 1.5L,Beverage,29,55,9.53
2026-06-06,CDO-02,Instant Coffee 3-in-1,Beverage,108,70,153.81
2026-06-06,CDO-02,Cup Noodles,Dry Goods,59,65,84.8
2026-06-06,CDO-02,Sandwich Bread,Bakery,18,30,146.13
2026-06-06,CDO-03,Bread Loaf 300g,Bakery,31,40,189.26
2026-06-06,CDO-03,Fresh Milk 1L,Dairy,39,35,85.52
2026-06-06,CDO-03,Instant Noodles,Dry Goods,49,60,152.29
2026-06-06,CDO-03,Bottled Water 500ml,Beverage,87,50,95.6
2026-06-06,CDO-03,Canned Goods Mix,Dry Goods,81,45,110.28
2026-06-06,CDO-03,Rice 5kg,Dry Goods,25,25,125.64
2026-06-06,CDO-03,Egg Tray,Dairy,16,20,73.01
2026-06-06,CDO-03,Coffee Sachets,Beverage,76,80,157.56
2026-06-06,CDO-03,Soft Drinks 1.5L,Beverage,93,55,189.26
2026-06-06,CDO-03,Instant Coffee 3-in-1,Beverage,109,70,166.54
2026-06-06,CDO-03,Cup Noodles,Dry Goods,75,65,156.25
2026-06-06,CDO-03,Sandwich Bread,Bakery,18,30,53.47
2026-06-06,CDO-04,Bread Loaf 300g,Bakery,42,40,79.75
2026-06-06,CDO-04,Fresh Milk 1L,Dairy,47,35,155.78
2026-06-06,CDO-04,Instant Noodles,Dry Goods,99,60,42.08
2026-06-06,CDO-04,Bottled Water 500ml,Beverage,107,50,9.12
2026-06-06,CDO-04,Canned Goods Mix,Dry Goods,21,45,38.81
2026-06-06,CDO-04,Rice 5kg,Dry Goods,51,25,100.3
2026-06-06,CDO-04,Egg Tray,Dairy,8,20,55.02
2026-06-06,CDO-04,Coffee Sachets,Beverage,36,80,16.0
2026-06-06,CDO-04,Soft Drinks 1.5L,Beverage,57,55,216.7
2026-06-06,CDO-04,Instant Coffee 3-in-1,Beverage,103,70,118.45
2026-06-06,CDO-04,Cup Noodles,Dry Goods,107,65,134.66
2026-06-06,CDO-04,Sandwich Bread,Bakery,63,30,181.89
2026-06-06,CDO-05,Bread Loaf 300g,Bakery,61,40,101.06
2026-06-06,CDO-05,Fresh Milk 1L,Dairy,24,35,147.26
2026-06-06,CDO-05,Instant Noodles,Dry Goods,110,60,68.63
2026-06-06,CDO-05,Bottled Water 500ml,Beverage,18,50,135.1
2026-06-06,CDO-05,Canned Goods Mix,Dry Goods,58,45,57.11
2026-06-06,CDO-05,Rice 5kg,Dry Goods,16,25,15.64
2026-06-06,CDO-05,Egg Tray,Dairy,15,20,8.06
2026-06-06,CDO-05,Coffee Sachets,Beverage,48,80,219.33
2026-06-06,CDO-05,Soft Drinks 1.5L,Beverage,98,55,82.86
2026-06-06,CDO-05,Instant Coffee 3-in-1,Beverage,74,70,132.25
2026-06-06,CDO-05,Cup Noodles,Dry Goods,83,65,164.23
2026-06-06,CDO-05,Sandwich Bread,Bakery,13,30,27.12
2026-06-06,CDO-06,Bread Loaf 300g,Bakery,34,40,183.91
2026-06-06,CDO-06,Fresh Milk 1L,Dairy,71,35,81.8
2026-06-06,CDO-06,Instant Noodles,Dry Goods,128,60,66.62
2026-06-06,CDO-06,Bottled Water 500ml,Beverage,73,50,49.24
2026-06-06,CDO-06,Canned Goods Mix,Dry Goods,93,45,129.88
2026-06-06,CDO-06,Rice 5kg,Dry Goods,20,25,94.31
2026-06-06,CDO-06,Egg Tray,Dairy,10,20,23.35
2026-06-06,CDO-06,Coffee Sachets,Beverage,69,80,208.77
2026-06-06,CDO-06,Soft Drinks 1.5L,Beverage,100,55,210.82
2026-06-06,CDO-06,Instant Coffee 3-in-1,Beverage,138,70,180.39
2026-06-06,CDO-06,Cup Noodles,Dry Goods,90,65,155.17
2026-06-06,CDO-06,Sandwich Bread,Bakery,64,30,127.39
2026-06-09,CDO-01,Bread Loaf 300g,Bakery,71,40,168.58
2026-06-09,CDO-01,Fresh Milk 1L,Dairy,74,35,105.28
2026-06-09,CDO-01,Instant Noodles,Dry Goods,71,60,132.41
2026-06-09,CDO-01,Bottled Water 500ml,Beverage,18,50,32.65
2026-06-09,CDO-01,Canned Goods Mix,Dry Goods,19,45,142.34
2026-06-09,CDO-01,Rice 5kg,Dry Goods,55,25,151.51
2026-06-09,CDO-01,Egg Tray,Dairy,15,20,74.93
2026-06-09,CDO-01,Coffee Sachets,Beverage,169,80,117.5
2026-06-09,CDO-01,Soft Drinks 1.5L,Beverage,18,55,184.42
2026-06-09,CDO-01,Instant Coffee 3-in-1,Beverage,54,70,27.72
2026-06-09,CDO-01,Cup Noodles,Dry Goods,103,65,182.07
2026-06-09,CDO-01,Sandwich Bread,Bakery,13,30,205.46
2026-06-09,CDO-02,Bread Loaf 300g,Bakery,48,40,82.95
2026-06-09,CDO-02,Fresh Milk 1L,Dairy,70,35,65.04
2026-06-09,CDO-02,Instant Noodles,Dry Goods,126,60,152.82
2026-06-09,CDO-02,Bottled Water 500ml,Beverage,101,50,113.79
2026-06-09,CDO-02,Canned Goods Mix,Dry Goods,31,45,163.91
2026-06-09,CDO-02,Rice 5kg,Dry Goods,49,25,51.84
2026-06-09,CDO-02,Egg Tray,Dairy,14,20,60.94
2026-06-09,CDO-02,Coffee Sachets,Beverage,118,80,41.07
2026-06-09,CDO-02,Soft Drinks 1.5L,Beverage,28,55,203.08
2026-06-09,CDO-02,Instant Coffee 3-in-1,Beverage,111,70,148.65
2026-06-09,CDO-02,Cup Noodles,Dry Goods,95,65,170.02
2026-06-09,CDO-02,Sandwich Bread,Bakery,40,30,16.96
2026-06-09,CDO-03,Bread Loaf 300g,Bakery,49,40,139.58
2026-06-09,CDO-03,Fresh Milk 1L,Dairy,43,35,216.9
2026-06-09,CDO-03,Instant Noodles,Dry Goods,120,60,192.18
2026-06-09,CDO-03,Bottled Water 500ml,Beverage,62,50,216.69
2026-06-09,CDO-03,Canned Goods Mix,Dry Goods,92,45,67.42
2026-06-09,CDO-03,Rice 5kg,Dry Goods,18,25,130.25
2026-06-09,CDO-03,Egg Tray,Dairy,8,20,177.45
2026-06-09,CDO-03,Coffee Sachets,Beverage,97,80,122.64
2026-06-09,CDO-03,Soft Drinks 1.5L,Beverage,69,55,91.47
2026-06-09,CDO-03,Instant Coffee 3-in-1,Beverage,112,70,45.06
2026-06-09,CDO-03,Cup Noodles,Dry Goods,140,65,156.03
2026-06-09,CDO-03,Sandwich Bread,Bakery,35,30,154.11
2026-06-09,CDO-04,Bread Loaf 300g,Bakery,13,40,52.68
2026-06-09,CDO-04,Fresh Milk 1L,Dairy,49,35,76.99
2026-06-09,CDO-04,Instant Noodles,Dry Goods,88,60,63.06
2026-06-09,CDO-04,Bottled Water 500ml,Beverage,67,50,58.27
2026-06-09,CDO-04,Canned Goods Mix,Dry Goods,54,45,137.97
2026-06-09,CDO-04,Rice 5kg,Dry Goods,25,25,113.74
2026-06-09,CDO-04,Egg Tray,Dairy,14,20,156.55
2026-06-09,CDO-04,Coffee Sachets,Beverage,81,80,189.12
2026-06-09,CDO-04,Soft Drinks 1.5L,Beverage,46,55,46.14
2026-06-09,CDO-04,Instant Coffee 3-in-1,Beverage,38,70,130.09
2026-06-09,CDO-04,Cup Noodles,Dry Goods,48,65,29.17
2026-06-09,CDO-04,Sandwich Bread,Bakery,24,30,57.99
2026-06-09,CDO-05,Bread Loaf 300g,Bakery,45,40,88.75
2026-06-09,CDO-05,Fresh Milk 1L,Dairy,20,35,211.34
2026-06-09,CDO-05,Instant Noodles,Dry Goods,35,60,178.8
2026-06-09,CDO-05,Bottled Water 500ml,Beverage,32,50,113.91
2026-06-09,CDO-05,Canned Goods Mix,Dry Goods,99,45,188.07
2026-06-09,CDO-05,Rice 5kg,Dry Goods,32,25,160.76
2026-06-09,CDO-05,Egg Tray,Dairy,36,20,71.61
2026-06-09,CDO-05,Coffee Sachets,Beverage,109,80,128.38
2026-06-09,CDO-05,Soft Drinks 1.5L,Beverage,58,55,154.4
2026-06-09,CDO-05,Instant Coffee 3-in-1,Beverage,29,70,180.53
2026-06-09,CDO-05,Cup Noodles,Dry Goods,78,65,141.53
2026-06-09,CDO-05,Sandwich Bread,Bakery,35,30,78.95
2026-06-09,CDO-06,Bread Loaf 300g,Bakery,39,40,126.79
2026-06-09,CDO-06,Fresh Milk 1L,Dairy,72,35,62.64
2026-06-09,CDO-06,Instant Noodles,Dry Goods,20,60,33.7
2026-06-09,CDO-06,Bottled Water 500ml,Beverage,97,50,212.18
2026-06-09,CDO-06,Canned Goods Mix,Dry Goods,31,45,130.09
2026-06-09,CDO-06,Rice 5kg,Dry Goods,38,25,45.0
2026-06-09,CDO-06,Egg Tray,Dairy,36,20,83.28
2026-06-09,CDO-06,Coffee Sachets,Beverage,126,80,111.35
2026-06-09,CDO-06,Soft Drinks 1.5L,Beverage,93,55,196.6
2026-06-09,CDO-06,Instant Coffee 3-in-1,Beverage,72,70,68.74
2026-06-09,CDO-06,Cup Noodles,Dry Goods,98,65,38.71
2026-06-09,CDO-06,Sandwich Bread,Bakery,19,30,179.24
2026-06-12,CDO-01,Bread Loaf 300g,Bakery,38,40,141.83
2026-06-12,CDO-01,Fresh Milk 1L,Dairy,49,35,187.97
2026-06-12,CDO-01,Instant Noodles,Dry Goods,26,60,42.34
2026-06-12,CDO-01,Bottled Water 500ml,Beverage,37,50,75.18
2026-06-12,CDO-01,Canned Goods Mix,Dry Goods,38,45,64.7
2026-06-12,CDO-01,Rice 5kg,Dry Goods,38,25,65.5
2026-06-12,CDO-01,Egg Tray,Dairy,23,20,190.91
2026-06-12,CDO-01,Coffee Sachets,Beverage,79,80,132.43
2026-06-12,CDO-01,Soft Drinks 1.5L,Beverage,117,55,95.77
2026-06-12,CDO-01,Instant Coffee 3-in-1,Beverage,45,70,12.9
2026-06-12,CDO-01,Cup Noodles,Dry Goods,109,65,148.35
2026-06-12,CDO-01,Sandwich Bread,Bakery,63,30,156.55
2026-06-12,CDO-02,Bread Loaf 300g,Bakery,18,40,43.39
2026-06-12,CDO-02,Fresh Milk 1L,Dairy,17,35,21.52
2026-06-12,CDO-02,Instant Noodles,Dry Goods,118,60,124.27
2026-06-12,CDO-02,Bottled Water 500ml,Beverage,18,50,92.17
2026-06-12,CDO-02,Canned Goods Mix,Dry Goods,79,45,25.65
2026-06-12,CDO-02,Rice 5kg,Dry Goods,20,25,40.92
2026-06-12,CDO-02,Egg Tray,Dairy,31,20,195.72
2026-06-12,CDO-02,Coffee Sachets,Beverage,71,80,60.45
2026-06-12,CDO-02,Soft Drinks 1.5L,Beverage,46,55,140.81
2026-06-12,CDO-02,Instant Coffee 3-in-1,Beverage,38,70,185.77
2026-06-12,CDO-02,Cup Noodles,Dry Goods,23,65,148.67
2026-06-12,CDO-02,Sandwich Bread,Bakery,58,30,76.94
2026-06-12,CDO-03,Bread Loaf 300g,Bakery,48,40,214.7
2026-06-12,CDO-03,Fresh Milk 1L,Dairy,46,35,65.75
2026-06-12,CDO-03,Instant Noodles,Dry Goods,69,60,213.54
2026-06-12,CDO-03,Bottled Water 500ml,Beverage,81,50,45.53
2026-06-12,CDO-03,Canned Goods Mix,Dry Goods,65,45,141.78
2026-06-12,CDO-03,Rice 5kg,Dry Goods,38,25,127.56
2026-06-12,CDO-03,Egg Tray,Dairy,26,20,143.58
2026-06-12,CDO-03,Coffee Sachets,Beverage,71,80,81.6
2026-06-12,CDO-03,Soft Drinks 1.5L,Beverage,73,55,178.6
2026-06-12,CDO-03,Instant Coffee 3-in-1,Beverage,80,70,85.55
2026-06-12,CDO-03,Cup Noodles,Dry Goods,52,65,72.36
2026-06-12,CDO-03,Sandwich Bread,Bakery,9,30,180.86
2026-06-12,CDO-04,Bread Loaf 300g,Bakery,76,40,80.9
2026-06-12,CDO-04,Fresh Milk 1L,Dairy,42,35,9.76
2026-06-12,CDO-04,Instant Noodles,Dry Goods,123,60,208.75
2026-06-12,CDO-04,Bottled Water 500ml,Beverage,60,50,9.94
2026-06-12,CDO-04,Canned Goods Mix,Dry Goods,50,45,70.1
2026-06-12,CDO-04,Rice 5kg,Dry Goods,18,25,9.53
2026-06-12,CDO-04,Egg Tray,Dairy,20,20,95.29
2026-06-12,CDO-04,Coffee Sachets,Beverage,109,80,91.69
2026-06-12,CDO-04,Soft Drinks 1.5L,Beverage,34,55,164.27
2026-06-12,CDO-04,Instant Coffee 3-in-1,Beverage,73,70,88.21
2026-06-12,CDO-04,Cup Noodles,Dry Goods,52,65,97.51
2026-06-12,CDO-04,Sandwich Bread,Bakery,23,30,170.08
2026-06-12,CDO-05,Bread Loaf 300g,Bakery,81,40,179.21
2026-06-12,CDO-05,Fresh Milk 1L,Dairy,56,35,68.35
2026-06-12,CDO-05,Instant Noodles,Dry Goods,103,60,179.47
2026-06-12,CDO-05,Bottled Water 500ml,Beverage,54,50,188.94
2026-06-12,CDO-05,Canned Goods Mix,Dry Goods,29,45,69.39
2026-06-12,CDO-05,Rice 5kg,Dry Goods,38,25,138.96
2026-06-12,CDO-05,Egg Tray,Dairy,16,20,140.02
2026-06-12,CDO-05,Coffee Sachets,Beverage,53,80,12.11
2026-06-12,CDO-05,Soft Drinks 1.5L,Beverage,22,55,121.41
2026-06-12,CDO-05,Instant Coffee 3-in-1,Beverage,46,70,29.68
2026-06-12,CDO-05,Cup Noodles,Dry Goods,53,65,159.62
2026-06-12,CDO-05,Sandwich Bread,Bakery,50,30,57.36
2026-06-12,CDO-06,Bread Loaf 300g,Bakery,23,40,112.64
2026-06-12,CDO-06,Fresh Milk 1L,Dairy,33,35,74.05
2026-06-12,CDO-06,Instant Noodles,Dry Goods,109,60,219.57
2026-06-12,CDO-06,Bottled Water 500ml,Beverage,59,50,175.78
2026-06-12,CDO-06,Canned Goods Mix,Dry Goods,42,45,186.83
2026-06-12,CDO-06,Rice 5kg,Dry Goods,53,25,19.88
2026-06-12,CDO-06,Egg Tray,Dairy,35,20,23.13
2026-06-12,CDO-06,Coffee Sachets,Beverage,95,80,48.74
2026-06-12,CDO-06,Soft Drinks 1.5L,Beverage,104,55,181.26
2026-06-12,CDO-06,Instant Coffee 3-in-1,Beverage,131,70,33.86
2026-06-12,CDO-06,Cup Noodles,Dry Goods,114,65,60.78
2026-06-12,CDO-06,Sandwich Bread,Bakery,53,30,101.91
2026-06-15,CDO-01,Bread Loaf 300g,Bakery,68,40,15.1
2026-06-15,CDO-01,Fresh Milk 1L,Dairy,41,35,171.45
2026-06-15,CDO-01,Instant Noodles,Dry Goods,77,60,216.21
2026-06-15,CDO-01,Bottled Water 500ml,Beverage,60,50,152.47
2026-06-15,CDO-01,Canned Goods Mix,Dry Goods,40,45,76.49
2026-06-15,CDO-01,Rice 5kg,Dry Goods,37,25,16.94
2026-06-15,CDO-01,Egg Tray,Dairy,42,20,118.44
2026-06-15,CDO-01,Coffee Sachets,Beverage,63,80,143.37
2026-06-15,CDO-01,Soft Drinks 1.5L,Beverage,37,55,196.15
2026-06-15,CDO-01,Instant Coffee 3-in-1,Beverage,136,70,54.17
2026-06-15,CDO-01,Cup Noodles,Dry Goods,33,65,142.18
2026-06-15,CDO-01,Sandwich Bread,Bakery,27,30,43.48
2026-06-15,CDO-02,Bread Loaf 300g,Bakery,33,40,33.37
2026-06-15,CDO-02,Fresh Milk 1L,Dairy,63,35,9.89
2026-06-15,CDO-02,Instant Noodles,Dry Goods,23,60,174.1
2026-06-15,CDO-02,Bottled Water 500ml,Beverage,60,50,134.4
2026-06-15,CDO-02,Canned Goods Mix,Dry Goods,45,45,26.97
2026-06-15,CDO-02,Rice 5kg,Dry Goods,15,25,27.38
2026-06-15,CDO-02,Egg Tray,Dairy,30,20,205.34
2026-06-15,CDO-02,Coffee Sachets,Beverage,176,80,140.53
2026-06-15,CDO-02,Soft Drinks 1.5L,Beverage,23,55,144.65
2026-06-15,CDO-02,Instant Coffee 3-in-1,Beverage,114,70,175.79
2026-06-15,CDO-02,Cup Noodles,Dry Goods,35,65,57.33
2026-06-15,CDO-02,Sandwich Bread,Bakery,65,30,175.18
2026-06-15,CDO-03,Bread Loaf 300g,Bakery,70,40,178.77
2026-06-15,CDO-03,Fresh Milk 1L,Dairy,40,35,48.91
2026-06-15,CDO-03,Instant Noodles,Dry Goods,97,60,83.93
2026-06-15,CDO-03,Bottled Water 500ml,Beverage,28,50,198.52
2026-06-15,CDO-03,Canned Goods Mix,Dry Goods,55,45,100.75
2026-06-15,CDO-03,Rice 5kg,Dry Goods,21,25,155.77
2026-06-15,CDO-03,Egg Tray,Dairy,13,20,47.56
2026-06-15,CDO-03,Coffee Sachets,Beverage,77,80,163.27
2026-06-15,CDO-03,Soft Drinks 1.5L,Beverage,45,55,184.25
2026-06-15,CDO-03,Instant Coffee 3-in-1,Beverage,143,70,125.56
2026-06-15,CDO-03,Cup Noodles,Dry Goods,28,65,40.87
2026-06-15,CDO-03,Sandwich Bread,Bakery,26,30,63.83
2026-06-15,CDO-04,Bread Loaf 300g,Bakery,40,40,8.15
2026-06-15,CDO-04,Fresh Milk 1L,Dairy,53,35,88.36
2026-06-15,CDO-04,Instant Noodles,Dry Goods,39,60,11.97
2026-06-15,CDO-04,Bottled Water 500ml,Beverage,96,50,172.52
2026-06-15,CDO-04,Canned Goods Mix,Dry Goods,34,45,160.85
2026-06-15,CDO-04,Rice 5kg,Dry Goods,39,25,122.26
2026-06-15,CDO-04,Egg Tray,Dairy,21,20,119.1
2026-06-15,CDO-04,Coffee Sachets,Beverage,100,80,124.91
2026-06-15,CDO-04,Soft Drinks 1.5L,Beverage,81,55,76.39
2026-06-15,CDO-04,Instant Coffee 3-in-1,Beverage,106,70,31.42
2026-06-15,CDO-04,Cup Noodles,Dry Goods,84,65,22.14
2026-06-15,CDO-04,Sandwich Bread,Bakery,57,30,35.51
2026-06-15,CDO-05,Bread Loaf 300g,Bakery,78,40,50.84
2026-06-15,CDO-05,Fresh Milk 1L,Dairy,43,35,28.94
2026-06-15,CDO-05,Instant Noodles,Dry Goods,83,60,185.3
2026-06-15,CDO-05,Bottled Water 500ml,Beverage,78,50,119.47
2026-06-15,CDO-05,Canned Goods Mix,Dry Goods,73,45,62.26
2026-06-15,CDO-05,Rice 5kg,Dry Goods,25,25,136.46
2026-06-15,CDO-05,Egg Tray,Dairy,9,20,205.2
2026-06-15,CDO-05,Coffee Sachets,Beverage,56,80,112.18
2026-06-15,CDO-05,Soft Drinks 1.5L,Beverage,109,55,24.95
2026-06-15,CDO-05,Instant Coffee 3-in-1,Beverage,128,70,20.87
2026-06-15,CDO-05,Cup Noodles,Dry Goods,88,65,206.91
2026-06-15,CDO-05,Sandwich Bread,Bakery,33,30,86.24
2026-06-15,CDO-06,Bread Loaf 300g,Bakery,66,40,182.61
2026-06-15,CDO-06,Fresh Milk 1L,Dairy,28,35,16.62
2026-06-15,CDO-06,Instant Noodles,Dry Goods,26,60,72.43
2026-06-15,CDO-06,Bottled Water 500ml,Beverage,105,50,211.64
2026-06-15,CDO-06,Canned Goods Mix,Dry Goods,22,45,161.74
2026-06-15,CDO-06,Rice 5kg,Dry Goods,33,25,48.17
2026-06-15,CDO-06,Egg Tray,Dairy,26,20,60.74
2026-06-15,CDO-06,Coffee Sachets,Beverage,119,80,45.93
2026-06-15,CDO-06,Soft Drinks 1.5L,Beverage,95,55,96.02
2026-06-15,CDO-06,Instant Coffee 3-in-1,Beverage,35,70,143.39
2026-06-15,CDO-06,Cup Noodles,Dry Goods,64,65,105.25
2026-06-15,CDO-06,Sandwich Bread,Bakery,47,30,195.16
2026-06-18,CDO-01,Bread Loaf 300g,Bakery,25,40,46.24
2026-06-18,CDO-01,Fresh Milk 1L,Dairy,37,35,79.55
2026-06-18,CDO-01,Instant Noodles,Dry Goods,36,60,219.67
2026-06-18,CDO-01,Bottled Water 500ml,Beverage,57,50,82.69
2026-06-18,CDO-01,Canned Goods Mix,Dry Goods,40,45,218.19
2026-06-18,CDO-01,Rice 5kg,Dry Goods,23,25,86.8
2026-06-18,CDO-01,Egg Tray,Dairy,35,20,99.28
2026-06-18,CDO-01,Coffee Sachets,Beverage,134,80,136.98
2026-06-18,CDO-01,Soft Drinks 1.5L,Beverage,75,55,53.35
2026-06-18,CDO-01,Instant Coffee 3-in-1,Beverage,123,70,204.34
2026-06-18,CDO-01,Cup Noodles,Dry Goods,51,65,211.87
2026-06-18,CDO-01,Sandwich Bread,Bakery,35,30,92.18
2026-06-18,CDO-02,Bread Loaf 300g,Bakery,67,40,216.39
2026-06-18,CDO-02,Fresh Milk 1L,Dairy,50,35,117.73
2026-06-18,CDO-02,Instant Noodles,Dry Goods,131,60,71.99
2026-06-18,CDO-02,Bottled Water 500ml,Beverage,44,50,55.04
2026-06-18,CDO-02,Canned Goods Mix,Dry Goods,87,45,12.6
2026-06-18,CDO-02,Rice 5kg,Dry Goods,47,25,154.22
2026-06-18,CDO-02,Egg Tray,Dairy,16,20,125.38
2026-06-18,CDO-02,Coffee Sachets,Beverage,109,80,204.3
2026-06-18,CDO-02,Soft Drinks 1.5L,Beverage,33,55,16.0
2026-06-18,CDO-02,Instant Coffee 3-in-1,Beverage,68,70,37.34
2026-06-18,CDO-02,Cup Noodles,Dry Goods,65,65,131.42
2026-06-18,CDO-02,Sandwich Bread,Bakery,22,30,179.95
2026-06-18,CDO-03,Bread Loaf 300g,Bakery,19,40,92.76
2026-06-18,CDO-03,Fresh Milk 1L,Dairy,72,35,163.66
2026-06-18,CDO-03,Instant Noodles,Dry Goods,100,60,176.1
2026-06-18,CDO-03,Bottled Water 500ml,Beverage,31,50,183.05
2026-06-18,CDO-03,Canned Goods Mix,Dry Goods,72,45,130.16
2026-06-18,CDO-03,Rice 5kg,Dry Goods,51,25,134.19
2026-06-18,CDO-03,Egg Tray,Dairy,17,20,162.93
2026-06-18,CDO-03,Coffee Sachets,Beverage,112,80,24.64
